id,value,milliseconds,created,nquestions,expert_id,object_id
57,RRLYR,4216,2017-03-10 18:16:19.978667+00,1,8,416
58,EB,4522,2017-03-10 18:16:41.747148+00,1,8,486
59,EB,3881,2017-03-10 18:16:52.819903+00,1,8,456
60,EB,3501,2017-03-10 18:24:29.237083+00,1,8,765
61,RRLYR,7247,2017-03-10 18:25:21.061919+00,1,8,369
62,RRLYR,3728,2017-03-10 18:25:25.464423+00,1,8,462
63,RRLYR,4149,2017-03-10 18:27:07.739088+00,1,8,345
64,RRLYR,4556,2017-03-10 18:27:42.054018+00,1,12,201
65,CEP,5358,2017-03-10 18:28:42.157349+00,1,12,237
66,CEP,19147,2017-03-10 18:29:07.920344+00,1,12,728
67,CEP,13817,2017-03-10 18:30:41.457239+00,1,8,63
68,EB,6144,2017-03-10 18:30:44.276755+00,1,12,16
69,RRLYR,6043,2017-03-10 18:31:03.913319+00,1,8,201
70,EB,35603,2017-03-10 18:31:40.412579+00,1,8,447
71,RRLYR,4788,2017-03-10 18:32:08.75227+00,1,8,685
72,EB,3243,2017-03-10 18:33:06.292656+00,1,8,121
73,CEP,6839,2017-03-10 18:33:27.622951+00,1,8,491
74,RRLYR,8122,2017-03-10 18:33:31.24807+00,1,12,345
75,EB,6270,2017-03-10 18:34:24.77969+00,1,12,116
76,RRLYR,7983,2017-03-10 18:41:26.103284+00,1,12,605
77,RRLYR,63605,2017-03-10 18:46:39.762241+00,1,12,17
78,CEP,12453,2017-03-10 20:58:51.611569+00,1,19,824
79,EB,23455,2017-03-10 20:59:35.668632+00,1,12,666
80,RRLYR,16002,2017-03-10 21:00:28.437661+00,1,12,417
81,CEP,5409,2017-03-10 21:00:54.229829+00,1,12,549
82,RRLYR,8394,2017-03-10 21:01:18.668962+00,1,12,155
83,RRLYR,9192,2017-03-10 21:01:44.153019+00,1,12,504
84,EB,4690,2017-03-10 21:05:28.575959+00,1,19,48
85,CEP,5992,2017-03-10 21:05:35.177951+00,1,19,307
86,EB,3077,2017-03-10 21:05:44.529344+00,1,12,48
87,RRLYR,23016,2017-03-10 21:06:08.577637+00,1,12,302
88,CEP,7985,2017-03-10 21:06:23.032358+00,1,19,347
89,EB,3697,2017-03-10 21:06:58.530653+00,1,12,170
90,RRLYR,3936,2017-03-10 21:08:42.170877+00,1,12,279
91,CEP,10603,2017-03-10 21:09:39.870669+00,1,12,290
314,LPV,26939,2017-03-15 19:47:28.790656+00,1,14,549
317,CEP,6604,2017-03-15 20:02:00.019186+00,1,14,347
319,EB,2401,2017-03-15 20:05:16.642381+00,1,14,456
322,CEP,4381,2017-03-15 20:08:50.932069+00,1,14,729
330,EB,3950,2017-03-16 01:01:04.909613+00,1,14,705
333,RRLYR,3886,2017-03-16 01:44:49.483723+00,1,4,597
342,EB,23332,2017-03-16 02:07:53.87038+00,1,4,456
343,CEP,4591,2017-03-16 02:10:38.789627+00,1,4,752
346,LPV,6602,2017-03-16 02:14:13.872193+00,1,4,4
348,EB,5690,2017-03-16 02:23:03.145444+00,1,4,121
349,RRLYR,7740,2017-03-16 02:23:43.228993+00,1,4,722
351,EB,6987,2017-03-16 02:26:55.907895+00,1,4,491
352,RRLYR,3194,2017-03-16 02:28:23.691516+00,1,4,178
353,EB,4967,2017-03-16 02:28:38.244697+00,1,4,120
356,LPV,4344,2017-03-16 02:34:03.740089+00,1,4,169
358,EB,3472,2017-03-16 02:34:42.172687+00,1,4,590
361,CEP,4775,2017-03-16 02:43:19.017267+00,1,4,48
315,RRLYR,3973,2017-03-15 19:52:35.189412+00,1,14,312
318,CEP,7071,2017-03-15 20:04:44.971284+00,1,14,507
323,CEP,8783,2017-03-16 00:46:52.391329+00,1,14,227
324,EB,15697,2017-03-16 00:48:38.685146+00,1,14,120
326,EB,3993,2017-03-16 00:49:54.682741+00,1,14,116
327,EB,2588,2017-03-16 00:51:27.137109+00,1,14,754
331,EB,10529,2017-03-16 01:02:24.67182+00,1,14,666
334,LPV,5914,2017-03-16 02:00:10.255316+00,1,4,543
335,EB,9379,2017-03-16 02:00:53.132721+00,1,4,666
336,EB,16257,2017-03-16 02:01:40.09679+00,1,4,447
338,LPV,4404,2017-03-16 02:02:21.376254+00,1,4,454
344,RRLYR,3369,2017-03-16 02:10:43.633771+00,1,4,79
345,EB,9406,2017-03-16 02:11:43.502128+00,1,4,487
350,RRLYR,16816,2017-03-16 02:26:17.815777+00,1,4,636
354,CEP,4102,2017-03-16 02:33:02.069408+00,1,4,507
355,LPV,5087,2017-03-16 02:33:09.27212+00,1,4,393
357,CEP,3851,2017-03-16 02:34:13.669664+00,1,4,728
359,CEP,12349,2017-03-16 02:39:48.001363+00,1,4,541
360,LPV,3290,2017-03-16 02:42:52.097427+00,1,4,605
362,RRLYR,6468,2017-03-16 02:43:33.592806+00,1,4,27
363,CEP,3910,2017-03-16 02:45:43.61127+00,1,4,45
364,LPV,4305,2017-03-16 02:45:59.44666+00,1,4,572
365,CEP,3534,2017-03-16 02:46:18.244651+00,1,4,459
366,RRLYR,4622,2017-03-16 02:47:11.102514+00,1,4,416
367,LPV,4653,2017-03-16 02:48:09.186984+00,1,4,383
368,CEP,3145,2017-03-16 02:48:29.180317+00,1,4,763
369,RRLYR,4401,2017-03-16 02:48:57.531922+00,1,4,192
370,LPV,3738,2017-03-16 02:49:20.181293+00,1,4,549
371,CEP,4027,2017-03-16 02:49:49.89829+00,1,4,618
372,CEP,3007,2017-03-16 02:50:22.984038+00,1,4,237
373,CEP,4715,2017-03-16 02:50:34.791855+00,1,4,502
374,EB,3123,2017-03-16 02:53:48.423541+00,1,4,705
375,LPV,6344,2017-03-16 02:54:31.215676+00,1,4,629
376,CEP,3200,2017-03-16 02:54:36.640535+00,1,4,302
377,CEP,4640,2017-03-16 02:55:25.059706+00,1,4,227
378,LPV,3793,2017-03-16 02:55:47.861408+00,1,4,16
379,EB,3832,2017-03-16 02:56:06.342425+00,1,4,754
380,CEP,3010,2017-03-16 02:57:01.257265+00,1,4,772
381,EB,6641,2017-03-16 02:57:57.791583+00,1,4,461
382,EB,7482,2017-03-16 02:58:16.989157+00,1,4,112
383,EB,4579,2017-03-16 02:58:40.236225+00,1,4,116
384,RRLYR,5724,2017-03-16 02:59:06.405721+00,1,4,609
385,EB,6292,2017-03-16 02:59:41.65916+00,1,4,765
386,CEP,2978,2017-03-16 03:00:13.211165+00,1,4,729
387,CEP,3117,2017-03-16 03:00:39.757263+00,1,4,346
388,LPV,5410,2017-03-16 03:01:15.169285+00,1,4,290
389,LPV,2993,2017-03-16 03:02:20.382846+00,1,4,206
390,CEP,3679,2017-03-16 03:02:53.18615+00,1,4,291
391,LPV,3166,2017-03-16 03:03:03.8679+00,1,4,801
392,EB,3531,2017-03-16 03:03:29.137386+00,1,4,774
393,EB,4077,2017-03-16 03:04:46.045766+00,1,4,486
394,CEP,2708,2017-03-16 03:05:32.89655+00,1,4,501
395,LPV,3770,2017-03-16 03:06:54.341659+00,1,4,800
396,CEP,2654,2017-03-16 03:07:08.948382+00,1,4,744
397,CEP,3488,2017-03-16 03:07:15.458919+00,1,4,157
398,RRLYR,2836,2017-03-16 03:08:11.612959+00,1,4,822
399,LPV,3103,2017-03-16 03:08:45.91289+00,1,4,355
400,LPV,2754,2017-03-16 03:09:04.864246+00,1,4,558
401,RRLYR,4279,2017-03-16 03:09:12.34468+00,1,4,185
402,LPV,4992,2017-03-16 03:09:20.179263+00,1,4,419
403,EB,2191,2017-03-16 03:09:25.533262+00,1,4,610
404,RRLYR,5573,2017-03-16 03:09:35.53655+00,1,4,180
405,LPV,5325,2017-03-16 03:09:43.770836+00,1,4,288
406,CEP,3907,2017-03-16 03:09:50.950155+00,1,4,307
407,LPV,3217,2017-03-16 03:09:57.729941+00,1,4,280
408,RRLYR,3638,2017-03-16 03:10:04.361442+00,1,4,42
409,RRLYR,3516,2017-03-16 03:10:10.82848+00,1,4,513
410,RRLYR,1859,2017-03-16 03:10:15.18614+00,1,4,279
411,RRLYR,1953,2017-03-16 03:10:19.950925+00,1,4,462
412,RRLYR,2147,2017-03-16 03:10:25.443889+00,1,4,326
413,EB,1980,2017-03-16 03:10:32.558898+00,1,4,764
414,LPV,3416,2017-03-16 03:10:39.58283+00,1,4,63
415,RRLYR,1901,2017-03-16 03:10:44.90914+00,1,4,312
416,RRLYR,1262,2017-03-16 03:10:49.754318+00,1,4,413
417,RRLYR,2017,2017-03-16 03:10:55.283737+00,1,4,242
418,RRLYR,1284,2017-03-16 03:10:59.182587+00,1,4,641
419,LPV,2682,2017-03-16 03:11:05.3559+00,1,4,659
420,RRLYR,1405,2017-03-16 03:11:10.46555+00,1,4,317
421,RRLYR,1936,2017-03-16 03:11:15.411266+00,1,4,143
422,RRLYR,1087,2017-03-16 03:11:19.409052+00,1,4,751
423,RRLYR,1152,2017-03-16 03:11:24.272964+00,1,4,417
424,LPV,3037,2017-03-16 03:11:32.800016+00,1,4,273
425,RRLYR,1496,2017-03-16 03:11:38.807109+00,1,4,135
426,RRLYR,4704,2017-03-16 03:12:13.450288+00,1,4,514
427,LPV,1918,2017-03-16 03:12:18.216305+00,1,4,821
428,RRLYR,2912,2017-03-16 03:12:24.862365+00,1,4,372
429,RRLYR,1238,2017-03-16 03:12:29.306032+00,1,4,128
430,LPV,2000,2017-03-16 03:12:33.745479+00,1,4,272
431,RRLYR,4592,2017-03-16 03:12:41.2918+00,1,4,170
432,LPV,2795,2017-03-16 03:12:46.765254+00,1,4,93
433,EB,2346,2017-03-16 03:12:51.991857+00,1,4,703
434,CEP,2225,2017-03-16 03:12:59.15411+00,1,4,717
435,RRLYR,1946,2017-03-16 03:13:04.362862+00,1,4,345
436,RRLYR,1630,2017-03-16 03:13:08.966534+00,1,4,155
437,RRLYR,1162,2017-03-16 03:13:13.220324+00,1,4,685
438,RRLYR,7127,2017-03-16 03:13:23.990246+00,1,4,349
439,LPV,2197,2017-03-16 03:13:32.077258+00,1,4,369
440,RRLYR,1296,2017-03-16 03:13:37.447594+00,1,4,663
441,EB,14030,2017-03-16 03:13:56.481347+00,1,4,172
442,RRLYR,8551,2017-03-16 03:14:08.100491+00,1,4,427
443,RRLYR,964,2017-03-16 03:14:12.128418+00,1,4,0
444,RRLYR,865,2017-03-16 03:14:16.165224+00,1,4,29
445,RRLYR,1044,2017-03-16 03:14:20.049751+00,1,4,201
213,LPV,6254,2017-03-12 08:47:29.290005+00,1,8,801
214,EB,3463,2017-03-12 08:48:07.470162+00,1,8,501
215,EB,3950,2017-03-12 08:49:14.9794+00,1,8,541
216,CEP,17130,2017-03-12 08:49:48.484342+00,1,8,280
217,RRLYR,3832,2017-03-12 08:50:19.166098+00,1,8,317
218,RRLYR,29697,2017-03-13 02:11:07.496146+00,1,18,242
219,RRLYR,11302,2017-03-13 02:25:30.749621+00,1,18,201
220,RRLYR,17585,2017-03-13 02:27:23.287316+00,1,18,413
221,CEP,5786,2017-03-14 20:42:45.667242+00,1,12,288
222,CEP,25478,2017-03-14 20:45:21.266829+00,1,12,280
223,RRLYR,3021,2017-03-14 20:45:29.071095+00,1,12,128
224,RRLYR,3269,2017-03-14 20:48:07.992737+00,1,12,178
225,RRLYR,2089,2017-03-14 20:48:12.074888+00,1,12,685
226,RRLYR,2883,2017-03-14 20:48:35.186066+00,1,12,413
227,EB,5964,2017-03-14 20:51:31.789896+00,1,12,618
228,RRLYR,4146,2017-03-14 20:52:19.600638+00,1,12,427
229,CEP,3905,2017-03-14 20:53:11.016857+00,1,12,459
230,EB,1345186,2017-03-14 21:41:34.059128+00,1,12,272
231,EB,6740,2017-03-14 21:42:00.626039+00,1,12,456
232,CEP,8867,2017-03-14 21:42:56.231057+00,1,12,491
233,LPV,4684,2017-03-14 21:48:57.781367+00,1,12,369
234,RRLYR,2911,2017-03-14 21:50:14.958462+00,1,12,79
235,RRLYR,2444,2017-03-14 21:50:35.348461+00,1,12,85
236,EB,3308,2017-03-14 21:50:40.242039+00,1,12,172
237,RRLYR,1891,2017-03-14 21:50:47.848501+00,1,12,135
238,EB,2367,2017-03-14 22:44:59.573124+00,1,12,501
239,RRLYR,2208,2017-03-14 22:45:22.144522+00,1,12,312
240,EB,1829,2017-03-14 22:45:32.794041+00,1,12,349
241,CEP,3104,2017-03-14 22:45:46.201302+00,1,12,307
242,LPV,2642,2017-03-14 22:46:08.148305+00,1,12,558
243,RRLYR,3382,2017-03-14 22:46:32.413456+00,1,12,788
244,CEP,3255,2017-03-14 22:48:38.081048+00,1,12,507
245,RRLYR,36696,2017-03-15 00:31:32.891291+00,1,18,42
246,RRLYR,2886,2017-03-15 13:18:38.137955+00,1,12,416
247,CEP,2847,2017-03-15 13:19:19.386502+00,1,12,346
248,CEP,3649,2017-03-15 13:21:03.825838+00,1,12,659
249,LPV,4603,2017-03-15 13:22:22.226558+00,1,12,393
250,CEP,2562,2017-03-15 13:22:47.834951+00,1,12,45
251,CEP,7913,2017-03-15 13:23:06.993566+00,1,12,63
252,EB,1656,2017-03-15 13:24:14.748406+00,1,12,590
253,EB,2527,2017-03-15 13:24:23.073287+00,1,12,629
254,EB,1869,2017-03-15 13:25:06.424419+00,1,12,93
255,LPV,4773,2017-03-15 13:25:13.006718+00,1,12,800
256,RRLYR,2217,2017-03-15 13:25:35.119813+00,1,12,372
257,EB,5945,2017-03-15 13:25:47.000648+00,1,12,347
258,EB,2029,2017-03-15 13:29:21.017548+00,1,12,722
259,RRLYR,2388,2017-03-15 13:29:25.378214+00,1,12,42
260,LPV,3098,2017-03-15 13:29:30.51255+00,1,12,355
261,RRLYR,4010,2017-03-15 13:29:37.202651+00,1,12,326
262,RRLYR,2241,2017-03-15 13:30:12.465556+00,1,12,242
263,RRLYR,2196,2017-03-15 13:30:37.832092+00,1,12,663
264,RRLYR,2560,2017-03-15 13:32:32.326914+00,1,12,513
265,EB,2150,2017-03-15 13:32:36.404206+00,1,12,636
266,EB,1961,2017-03-15 13:32:41.266657+00,1,12,774
267,EB,6074,2017-03-15 13:33:03.595689+00,1,12,572
268,CEP,3089,2017-03-15 13:33:12.589622+00,1,12,772
269,RRLYR,2197,2017-03-15 13:33:22.980395+00,1,12,317
270,LPV,5986,2017-03-15 13:33:31.958592+00,1,12,383
271,RRLYR,1990,2017-03-15 13:33:37.511981+00,1,12,641
272,RRLYR,1917,2017-03-15 13:33:41.930726+00,1,12,29
273,CEP,5852,2017-03-15 13:33:49.917969+00,1,12,469
274,EB,1588,2017-03-15 13:33:53.700724+00,1,12,610
275,LPV,8816,2017-03-15 13:34:05.579135+00,1,12,306
276,CEP,15073,2017-03-15 13:34:22.882633+00,1,12,717
277,EB,1996,2017-03-15 13:34:27.100796+00,1,12,764
278,RRLYR,5317,2017-03-15 13:34:34.668211+00,1,12,238
279,EB,4912,2017-03-15 13:34:44.566429+00,1,12,461
280,EB,8847,2017-03-15 13:34:56.164638+00,1,12,541
281,CEP,2999,2017-03-15 13:35:02.097435+00,1,12,157
282,RRLYR,7901,2017-03-15 13:35:12.401457+00,1,12,27
283,LPV,4749,2017-03-15 13:35:19.672002+00,1,12,206
284,EB,7918,2017-03-15 13:35:30.182737+00,1,12,447
285,LPV,8102,2017-03-15 13:35:40.46442+00,1,12,169
286,LPV,10333,2017-03-15 13:35:52.958312+00,1,12,801
287,EB,3697,2017-03-15 13:35:59.875493+00,1,12,112
288,CEP,14788,2017-03-15 13:36:17.276601+00,1,12,763
289,CEP,18484,2017-03-15 13:36:39.081349+00,1,12,744
290,EB,6070,2017-03-15 13:36:47.455777+00,1,12,487
291,RRLYR,2103,2017-03-15 13:36:51.769979+00,1,12,192
292,EB,1708,2017-03-15 13:36:55.774872+00,1,12,454
293,RRLYR,1906,2017-03-15 13:36:59.927799+00,1,12,625
294,RRLYR,1646,2017-03-15 13:37:03.861657+00,1,12,751
295,EB,2281,2017-03-15 13:37:08.418757+00,1,12,703
296,EB,25412,2017-03-15 13:37:36.124634+00,1,12,180
297,CEP,11203,2017-03-15 13:37:49.90677+00,1,12,502
298,RRLYR,3041,2017-03-15 13:37:55.195094+00,1,12,609
299,CEP,1792,2017-03-15 13:37:59.570289+00,1,12,752
300,RRLYR,3355,2017-03-15 13:38:05.191293+00,1,12,185
301,LPV,2957,2017-03-15 13:38:10.54066+00,1,12,824
302,LPV,4365,2017-03-15 13:38:17.585942+00,1,12,419
303,RRLYR,1508,2017-03-15 13:38:22.002775+00,1,12,143
304,RRLYR,1648,2017-03-15 13:38:26.158316+00,1,12,480
305,LPV,9625,2017-03-15 13:38:38.825147+00,1,12,543
306,EB,1511,2017-03-15 13:38:43.19798+00,1,12,705
307,LPV,2701,2017-03-15 13:38:48.752252+00,1,12,273
308,RRLYR,1791,2017-03-15 13:38:54.126513+00,1,12,597
309,LPV,2911,2017-03-15 13:39:01.85291+00,1,12,637
310,EB,1604,2017-03-15 13:39:06.186385+00,1,12,754
311,EB,2218,2017-03-15 13:39:11.051899+00,1,12,486
312,RRLYR,2061,2017-03-15 13:39:16.401964+00,1,12,462
313,CEP,4159,2017-03-15 13:39:23.42598+00,1,12,291
316,LPV,9521,2017-03-15 19:55:58.541238+00,1,14,206
320,EB,5337,2017-03-15 20:07:01.433559+00,1,14,541
321,EB,2650,2017-03-15 20:07:23.330204+00,1,14,121
325,EB,6683,2017-03-16 00:49:44.319869+00,1,14,16
328,LPV,4362,2017-03-16 00:52:17.689387+00,1,14,280
329,CEP,3309,2017-03-16 00:52:53.688055+00,1,14,45
332,LPV,12816,2017-03-16 01:42:47.874192+00,1,4,469
337,LPV,6048,2017-03-16 02:01:54.323566+00,1,4,637
339,EB,9463,2017-03-16 02:05:14.810869+00,1,4,347
340,RRLYR,3209,2017-03-16 02:06:20.963984+00,1,4,625
341,RRLYR,4157,2017-03-16 02:06:30.25167+00,1,4,504
347,CEP,3935,2017-03-16 02:20:55.966313+00,1,4,17
446,RRLYR,1257,2017-03-16 03:14:24.173263+00,1,4,788
448,LPV,2998,2017-03-16 03:14:52.592479+00,1,4,824
450,LPV,3378,2017-03-16 03:15:03.253436+00,1,4,306
447,LPV,2107,2017-03-16 03:14:31.16514+00,1,4,517
449,RRLYR,1889,2017-03-16 03:14:57.053711+00,1,4,85
451,RRLYR,1887,2017-03-16 03:15:08.121367+00,1,4,480
452,EB,3830,2017-03-16 15:03:50.131551+00,1,14,487
453,EB,6759,2017-03-16 15:09:06.28705+00,1,14,172
454,LPV,4321,2017-03-16 15:09:55.092755+00,1,14,383
455,RRLYR,4137,2017-03-16 15:11:27.458518+00,1,14,416
456,LPV,3830,2017-03-16 15:12:05.516823+00,1,14,637
457,CEP,5885,2017-03-16 15:14:49.764077+00,1,14,728
458,LPV,5854,2017-03-16 15:16:01.960754+00,1,14,558
459,EB,2305,2017-03-16 15:16:41.310623+00,1,14,590
460,LPV,3453,2017-03-16 15:16:55.744763+00,1,14,419
461,CEP,3936,2017-03-16 15:20:33.94353+00,1,14,744
462,CEP,3787,2017-03-16 15:25:03.492211+00,1,14,772
463,CEP,3025,2017-03-16 15:26:30.968404+00,1,14,346
464,LPV,3583,2017-03-16 15:28:13.088576+00,1,14,273
465,RRLYR,9081,2017-03-16 15:28:32.613951+00,1,14,752
466,LPV,3351,2017-03-16 15:29:12.100206+00,1,14,355
467,CEP,3850,2017-03-16 15:30:25.844109+00,1,14,605
468,RRLYR,12764,2017-03-16 15:30:44.971407+00,1,14,822
469,EB,7604,2017-03-16 15:31:31.327461+00,1,14,636
470,RRLYR,3759,2017-03-16 15:32:05.947584+00,1,14,504
471,EB,9299,2017-03-16 15:32:32.719687+00,1,14,610
472,EB,4253,2017-03-16 15:33:45.332309+00,1,14,765
473,RRLYR,5595,2017-03-16 15:33:53.672827+00,1,14,609
474,EB,2621,2017-03-16 15:36:12.807957+00,1,14,48
475,LPV,3705,2017-03-16 15:51:06.212001+00,1,14,169
476,CEP,3649,2017-03-16 15:52:09.410307+00,1,14,288
477,LPV,7661,2017-03-16 15:52:39.940442+00,1,14,469
478,RRLYR,2946,2017-03-16 15:56:54.41754+00,1,14,625
479,RRLYR,6441,2017-03-16 15:57:18.997533+00,1,14,27
480,RRLYR,2659,2017-03-16 15:57:32.344385+00,1,14,201
481,EB,2138,2017-03-16 15:58:26.599721+00,1,14,501
482,EB,4164,2017-03-16 16:01:09.680429+00,1,14,180
483,CEP,6041,2017-03-16 16:02:25.303549+00,1,14,543
484,RRLYR,5276,2017-03-16 16:04:13.830953+00,1,14,79
485,RRLYR,2992,2017-03-16 16:04:18.871045+00,1,14,788
486,RRLYR,3290,2017-03-16 16:06:24.913243+00,1,14,85
487,CEP,4747,2017-03-16 16:07:40.650688+00,1,14,302
488,EB,19330,2017-03-16 16:08:48.193666+00,1,14,618
489,EB,10243,2017-03-16 16:09:57.55987+00,1,19,722
490,RRLYR,8378,2017-03-16 16:09:59.524454+00,1,14,178
491,LPV,6117,2017-03-16 16:10:21.364777+00,1,14,659
492,RRLYR,3847,2017-03-16 16:10:34.612961+00,1,14,372
493,RRLYR,3050,2017-03-16 16:10:52.640007+00,1,14,143
494,RRLYR,4753,2017-03-16 16:11:34.679116+00,1,14,513
495,RRLYR,3225,2017-03-16 16:13:26.778506+00,1,14,417
496,LPV,4943,2017-03-16 16:13:34.202378+00,1,14,801
497,RRLYR,4390,2017-03-16 16:13:40.64582+00,1,14,135
498,RRLYR,2556,2017-03-16 16:13:45.488875+00,1,14,413
499,LPV,4853,2017-03-16 16:13:52.9089+00,1,14,4
500,CEP,12189,2017-03-16 16:13:53.423679+00,1,19,27
501,RRLYR,6409,2017-03-16 16:14:02.036462+00,1,14,751
502,RRLYR,3654,2017-03-16 16:14:10.526814+00,1,14,42
503,RRLYR,2636,2017-03-16 16:14:15.456086+00,1,14,685
504,RRLYR,3566,2017-03-16 16:14:21.250145+00,1,14,242
505,RRLYR,3345,2017-03-16 16:14:26.625142+00,1,14,128
506,RRLYR,3833,2017-03-16 16:14:32.732247+00,1,14,345
507,RRLYR,2812,2017-03-16 16:14:37.543212+00,1,14,29
508,RRLYR,3446,2017-03-16 16:14:43.201136+00,1,14,192
509,CEP,3318,2017-03-16 16:14:48.579015+00,1,14,502
510,RRLYR,4040,2017-03-16 16:14:54.980372+00,1,14,155
511,CEP,3932,2017-03-16 16:15:02.325632+00,1,14,369
512,RRLYR,7870,2017-03-16 16:15:12.581534+00,1,14,185
513,RRLYR,2651,2017-03-16 16:15:19.067617+00,1,14,480
514,RRLYR,4104,2017-03-16 16:15:26.620834+00,1,14,0
515,RRLYR,2704,2017-03-16 16:15:32.25977+00,1,14,641
516,RRLYR,2035,2017-03-16 16:15:36.434946+00,1,14,663
517,CEP,5815,2017-03-16 16:15:44.325397+00,1,14,17
518,EB,4313,2017-03-16 16:15:52.42387+00,1,14,572
519,EB,4384,2017-03-16 16:15:59.220943+00,1,14,703
520,CEP,7191,2017-03-16 16:16:08.759134+00,1,14,272
521,CEP,3463,2017-03-16 16:16:14.715495+00,1,14,717
522,EB,4699,2017-03-16 16:16:21.671187+00,1,14,112
523,LPV,2929,2017-03-16 16:16:26.83504+00,1,14,306
524,LPV,2338,2017-03-16 16:16:32.43306+00,1,14,290
525,CEP,4552,2017-03-16 16:16:39.398428+00,1,14,824
526,RRLYR,2172,2017-03-16 16:16:43.75955+00,1,14,462
527,CEP,16851,2017-03-16 16:16:44.4698+00,1,19,349
528,RRLYR,3838,2017-03-16 16:16:50.09825+00,1,14,326
529,CEP,5477,2017-03-16 16:16:57.864893+00,1,14,629
530,CEP,6827,2017-03-16 16:17:06.731532+00,1,14,763
531,CEP,4990,2017-03-16 16:17:14.840608+00,1,14,307
532,EB,26066,2017-03-16 16:17:43.321243+00,1,14,93
533,EB,8171,2017-03-16 16:17:53.648408+00,1,14,486
534,CEP,11926,2017-03-16 16:18:07.99183+00,1,14,393
535,CEP,4069,2017-03-16 16:18:14.68223+00,1,14,821
536,EB,5639,2017-03-16 16:18:22.700151+00,1,14,514
537,RRLYR,3523,2017-03-16 16:18:23.162242+00,1,19,663
